accommodation_id,element,frequency
-1979787695,air_conditioning_positive,0.004926108374
-1979787695,balcony_or_terrace_positive,0.03448275862
-1979787695,bathroom_quality_positive,0.01477832512
-1979787695,bed_comfort_positive,0.05911330049
-1979787695,breakfast_quality_negative,0.004926108374
-1979787695,breakfast_quality_positive,0.06896551724
-1979787695,breakfast_variety_positive,0.004926108374
-1979787695,cleanliness_positive,0.02955665025
-1979787695,coffee_quality_positive,0.01477832512
-1979787695,design_style_positive,0.04926108374
-1979787695,early_checkin_positive,0.009852216749
-1979787695,ease_booking_payment_positive,0.004926108374
-1979787695,eco_friendly_practices_positive,0.004926108374
-1979787695,elevator_availability_positive,0.004926108374
-1979787695,flexibility_positive,0.009852216749
-1979787695,heating_negative,0.004926108374
-1979787695,housekeeping_service_negative,0.004926108374
-1979787695,in_room_facilities_positive,0.03448275862
-1979787695,layout_positive,0.01477832512
-1979787695,lighting_negative,0.009852216749
-1979787695,lighting_positive,0.004926108374
-1979787695,linens_freshness_positive,0.004926108374
-1979787695,maintenance_positive,0.004926108374
-1979787695,noise_levels_negative,0.004926108374
-1979787695,noise_levels_positive,0.039408867
-1979787695,overall_atmosphere_positive,0.08374384236
-1979787695,overall_hotel_cleanliness_positive,0.04433497537
-1979787695,proximity_attractions_positive,0.02463054187
-1979787695,proximity_city_center_positive,0.09359605911
-1979787695,proximity_public_transport_positive,0.01477832512
-1979787695,proximity_restaurants_positive,0.004926108374
-1979787695,proximity_to_hotel_positive,0.004926108374
-1979787695,reliability_positive,0.004926108374
-1979787695,renovation_status_positive,0.004926108374
-1979787695,responsiveness_to_requests_positive,0.0197044335
-1979787695,restaurant_quality_positive,0.004926108374
-1979787695,safety_area_positive,0.004926108374
-1979787695,scenic_surroundings_positive,0.004926108374
-1979787695,shower_water_pressure_positive,0.004926108374
-1979787695,size_positive,0.0197044335
-1979787695,smells_negative,0.004926108374
-1979787695,smells_positive,0.004926108374
-1979787695,soundproofing_negative,0.004926108374
-1979787695,special_experiences_positive,0.004926108374
-1979787695,speed_positive,0.01477832512
-1979787695,staff_friendliness_positive,0.08866995074
-1979787695,staff_helpfulness_positive,0.04926108374
-1979787695,temperature_control_negative,0.004926108374
-1979787695,towels_freshness_negative,0.004926108374
-1979787695,value_for_money_negative,0.01477832512
-1979787695,value_for_money_positive,0.01477832512
-1950517962,air_conditioning_negative,0.01234567901
-1950517962,availability_negative,0.01234567901
-1950517962,availability_positive,0.02469135802
-1950517962,bathroom_quality_negative,0.006172839506
-1950517962,bathroom_quality_positive,0.006172839506
-1950517962,bed_comfort_positive,0.06790123457
-1950517962,breakfast_quality_positive,0.1234567901
-1950517962,breakfast_variety_positive,0.03086419753
-1950517962,cleanliness_positive,0.03703703704
-1950517962,design_style_positive,0.07407407407
-1950517962,furniture_condition_positive,0.01851851852
-1950517962,heating_negative,0.006172839506
-1950517962,in_room_facilities_positive,0.02469135802
-1950517962,lighting_positive,0.006172839506
-1950517962,local_cuisine_availability_positive,0.01234567901
-1950517962,maintenance_negative,0.006172839506
-1950517962,maintenance_positive,0.006172839506
-1950517962,noise_levels_positive,0.03703703704
-1950517962,overall_atmosphere_positive,0.04320987654
-1950517962,overall_hotel_cleanliness_positive,0.01851851852
-1950517962,pillow_quality_positive,0.006172839506
-1950517962,proximity_attractions_positive,0.04938271605
-1950517962,proximity_city_center_positive,0.0987654321
-1950517962,proximity_restaurants_positive,0.006172839506
-1950517962,proximity_to_hotel_positive,0.01234567901
-1950517962,renovation_status_positive,0.01851851852
-1950517962,responsiveness_to_requests_positive,0.01234567901
-1950517962,restaurant_quality_negative,0.006172839506
-1950517962,restaurant_quality_positive,0.006172839506
-1950517962,scenic_surroundings_positive,0.01851851852
-1950517962,size_negative,0.03086419753
-1950517962,size_positive,0.006172839506
-1950517962,smells_positive,0.006172839506
-1950517962,soundproofing_negative,0.006172839506
-1950517962,speed_negative,0.006172839506
-1950517962,staff_friendliness_positive,0.07407407407
-1950517962,staff_helpfulness_positive,0.04938271605
-1950517962,temperature_control_negative,0.006172839506
-1950517962,value_for_money_positive,0.006172839506
-1878918517,air_conditioning_positive,0.03389830508
-1878918517,bathroom_quality_negative,0.05084745763
-1878918517,bed_comfort_positive,0.01694915254
-1878918517,cleanliness_positive,0.03389830508
-1878918517,furniture_condition_negative,0.01694915254
-1878918517,furniture_condition_positive,0.01694915254
-1878918517,in_room_facilities_positive,0.1016949153
-1878918517,maintenance_negative,0.01694915254
-1878918517,mattress_quality_negative,0.01694915254
-1878918517,noise_levels_positive,0.01694915254
-1878918517,overall_atmosphere_positive,0.03389830508
-1878918517,overall_hotel_cleanliness_positive,0.05084745763
-1878918517,proximity_attractions_positive,0.05084745763
-1878918517,proximity_city_center_positive,0.1016949153
-1878918517,proximity_restaurants_positive,0.03389830508
-1878918517,proximity_sea_positive,0.01694915254
-1878918517,proximity_shops_positive,0.01694915254
-1878918517,responsiveness_to_requests_positive,0.03389830508
-1878918517,size_negative,0.01694915254
-1878918517,size_positive,0.06779661017
-1878918517,smells_negative,0.01694915254
-1878918517,speed_negative,0.01694915254
-1878918517,speed_positive,0.01694915254
-1878918517,staff_friendliness_positive,0.08474576271
-1878918517,staff_helpfulness_positive,0.03389830508
-1878918517,value_for_money_positive,0.08474576271
-1851457242,air_conditioning_positive,0.01706484642
-1851457242,balcony_or_terrace_positive,0.003412969283
-1851457242,bathroom_quality_negative,0.02389078498
-1851457242,bathroom_quality_positive,0.03754266212
